SKU;Texto breve material;Lote;Data do vencimento
14513265;NEST ChocoStickCrmlSalgado 12(12x24g)BR;61289265V1;30/04/2027
14513265;NEST ChocoStickCrmlSalgado 12(12x24g)BR;61329265V1;30/04/2027
415306;MAGGI Sopa Cebola 12x68g BR;61491228;01/05/2027
415385;MAGGI Creme Cebola 12x68g BR;61321228;01/05/2027
415385;MAGGI Creme Cebola 12x68g BR;61511228;01/05/2027
415400;MAGGI Sopao Sp Costela 24x200g BR;613512283;01/05/2027
415400;MAGGI Sopao Sp Costela 24x200g BR;614112283;01/05/2027
415400;MAGGI Sopao Sp Costela 24x200g BR;614212283;01/05/2027
415820;MAGGI Sopao Galinha 24x200g BR;61481228;01/05/2027
415820;MAGGI Sopao Galinha 24x200g BR;61491228;01/05/2027
415820;MAGGI Sopao Galinha 24x200g BR;61511228;01/05/2027
12041117;MAGGI Sopao Galinha Caipira 24x200g BR;61371228;01/05/2027
12041117;MAGGI Sopao Galinha Caipira 24x200g BR;61481228;01/05/2027
12138557;NESTLE Farinha Lactea Trdl Sac 9x600g BR;619630553;01/05/2027
12138557;NESTLE Farinha Lactea Trdl Sac 9x600g BR;619730553;01/05/2027
12138557;NESTLE Farinha Lactea Trdl Sac 9x600g BR;619830553;01/05/2027
12168360;MAGGI FONDOR Tempero NPro 6x1,1kg BR;614712283;01/05/2027
12168362;MAGGI GRIL Tempero NPro 6x1,1kg BR;612812283;01/05/2027
12177188;NUTREN KIDS Chocolate 12x350gBR;6143121015;01/05/2027
12196210;LOLLO Chocolate 12(30x28g) BR;61859265C;01/05/2027
12228413;NESTON 3 Cereais Sachet 12x210g BR;621430553;01/05/2027
12228413;NESTON 3 Cereais Sachet 12x210g BR;621730553;01/05/2027
12228529;NESTLE Farlact Trdl Sachet 24x210g BR;619130555;01/05/2027
12228529;NESTLE Farlact Trdl Sachet 24x210g BR;620230555;01/05/2027
12228529;NESTLE Farlact Trdl Sachet 24x210g BR;620330555;01/05/2027
12243344;MOCA LeiCondTradlLataAbreFacil 48x395gBR;61219264A4;01/05/2027
12338492;NESCAFE Cafe em Graos NPro 6x1Kg BR;612612102;01/05/2027
12341820;PRO PLAN Adulto Carne 15x100g XI;51258561W1;01/05/2027
12344650;MAGGI Caldo Carne Dspl 15(10x57g) BR;619612288;01/05/2027
12350073;MAGGI Caldo Carne 100x114g BR;61901228;01/05/2027
12351488;MOLICO Zero Lact CmptoLact Po 24x260g BR;6135121712;01/05/2027
12378569;NESTFarlactTrdlSachet24x210gPRL210P180BR;618330555;01/05/2027
12378569;NESTFarlactTrdlSachet24x210gPRL210P180BR;619930555;01/05/2027
12378569;NESTFarlactTrdlSachet24x210gPRL210P180BR;620130555;01/05/2027
12383770;NESTLE Rech Torta 6x600g NPro BR;615012101;01/05/2027
12392355;MAGGI Sopao Car Menos Sodio 24x150g BR;61291228;01/05/2027
12392355;MAGGI Sopao Car Menos Sodio 24x150g BR;61411228;01/05/2027
12410107;MAGGI Caldo Po Carne 96x35g BR;61441228;01/05/2027
12410107;MAGGI Caldo Po Carne 96x35g BR;61471228;01/05/2027
12410107;MAGGI Caldo Po Carne 96x35g BR;61481228;01/05/2027
12410129;MAGGI Caldo Po Galinha 96x35g BR;61501228;01/05/2027
12410129;MAGGI Caldo Po Galinha 96x35g BR;61511228;01/05/2027
12453854;MUCILON Multicereais Sachet 12x180g BR;622330551;01/05/2027
12453854;MUCILON Multicereais Sachet 12x180g BR;622330552;01/05/2027
12482410;CAT CHOW Filhotes Frango 15x85g N1 XI;51238561W1;01/05/2027
12510173;MUCILON Arroz Sachet 9x360g BR;614530552;01/05/2027
12510173;MUCILON Arroz Sachet 9x360g BR;614630552;01/05/2027
12513225;NESTLE Farinha Lactea Trdl 24x360g BR;612512281;01/05/2027
12513225;NESTLE Farinha Lactea Trdl 24x360g BR;613512281;01/05/2027
12513225;NESTLE Farinha Lactea Trdl 24x360g BR;613812281;01/05/2027
12519988;FRISKIES Mar de Sabores 6x3kg BR;53318561A5;01/05/2027
12521749;NESCAFE CAPPUCCINO Trdl Lata 24x180g BR;612712104;01/05/2027
12526285;MUCILON Multrs 12x180g PRL180P160 BR;621930551;01/05/2027
12527418;NESTLE Farinha Lactea Trdl 24x160g BR;618330555;01/05/2027
12527418;NESTLE Farinha Lactea Trdl 24x160g BR;618530555;01/05/2027
12527418;NESTLE Farinha Lactea Trdl 24x160g BR;618630555;01/05/2027
12527418;NESTLE Farinha Lactea Trdl 24x160g BR;620630555;01/05/2027
12527418;NESTLE Farinha Lactea Trdl 24x160g BR;621230555;01/05/2027
12531076;NESTLEAveiaFlcFinos28x170gPRL170P150BR;61291228SS;01/05/2027
12535237;NESCAFE GOLD ESPRS Intsd8 Lata 12x100gBR;51491210;01/05/2027
12538266;MAGGI CaldoGalinha 100x114g PRL12P10N1BR;60831228;01/05/2027
12538266;MAGGI CaldoGalinha 100x114g PRL12P10N1BR;60841228;01/05/2027
12551184;NESCAU Achocolatado Po 60% Ccu 24x180gBR;6141121014;01/05/2027
12551271;NDG CAFE AU LAIT Baun 10Caps 6x110g BR;61308234C;01/05/2027
12555551;NESCAU Achoc Po Cilindrico 24x200g BR;6138121033;01/05/2027
12556035;NESCAU Achoc Po Cilindro 12x670g BR;6133121035;01/05/2027
12556035;NESCAU Achoc Po Cilindro 12x670g BR;6134121025;01/05/2027
12558286;NESTLE Aveia Flocos Finos 18x450g BR;61411228SS;01/05/2027
12559794;NESTLE Aveia Farinha 28x170g BR;61311228SS;01/05/2027
12576834;NANLAC COMFOR HMO FI 1+ 6x800g BR;6135046043;01/05/2027
12577839;NINHO Leite Integral Inst Sac 12x750g BR;619230553;01/05/2027
12582856;NINHO Leite Integral Inst Sac 12x575g BR;62121215M2;01/05/2027
12583436;NINHO Leite Po Integral Sac 12x350g BR;6189121751;01/05/2027
12586544;NINHO Leite Po Integral Lata 24x380g BR;5325121721;01/05/2027
12595377;NUTREN Protein 15g RTD Choc 4(6x260ml)BR;6150046001;01/05/2027
12596509;NESCAFE Espr Brasileiro NPro 6x1kg BR;614012102;01/05/2027
12604964;NESCAU Achoc Po Cilindrico 36x350g BR;6128121032;01/05/2027
12604964;NESCAU Achoc Po Cilindrico 36x350g BR;6139121021;01/05/2027
12604964;NESCAU Achoc Po Cilindrico 36x350g BR;6140121032;01/05/2027
12604964;NESCAU Achoc Po Cilindrico 36x350g BR;6145121032;01/05/2027
12622733;KIT KAT Achocolatado Po NPro 6x1,3kg BR;614312102;01/05/2027
12624229;DOGCHOW XLfeAdltMnPeq CarFrgArz6x2,5kgBR;53298561A4;01/05/2027
12627469;MUCILON MltrsSac 9x600g PRL600P500 BR;621930552;01/05/2027
12628857;NUTREN Prtn15gRTDChocoWafer 4(6x260ml)BR;6125046001;01/05/2027
12805884;NESCAFE com Leite 12x300g N1 BR;6139121015;01/05/2027
12099104;ALPINO Chocolate Bag 24x195g BR;62129265M1;02/05/2027
12182430;PRESTIGIO Biscoito Recheado 60x140g BR;618312218;02/05/2027
12343630;KITKAT 4Fngr Branco 4(24x41,5g) BR;61239265A;03/05/2027
12492197;TALENTO ChocBrancoDocedeLeite8(12x85g)BR;612412943;04/05/2027
12527435;GAROTO Tablete Choc Bco 4(16x80g) N1 XW;612412941G;04/05/2027
12581702;GAROTO Choco Trio Bono Mrg 4(12x90g) BR;61249265CA;04/05/2027
12591944;GAROTO Chocobiscuit Choc aoLei 30x78g BR;61851294;04/05/2027
414602;PRESTIGIO Chocolate 30x33g BR;61899265C;05/05/2027
6223111;SBUX ESPRS RST SRP 12x55g B11;6036378612;05/05/2027
11320209;TALENTO Tab Leite Avelas 18(15x25g) XW;61251294;05/05/2027
12278536;PASSATEMPO Cookie Gotas Choc 52x60g BR;6125122120;05/05/2027
12416237;SERENATA DE AMOR Wafer Cstn 10x825g XW;612712942;05/05/2027
12522829;GAROTO Tablete ChocBco Bisc 4(16x80g) XW;61251294G;05/05/2027
12527435;GAROTO Tablete Choc Bco 4(16x80g) N1 XW;612512941G;05/05/2027
12591944;GAROTO Chocobiscuit Choc aoLei 30x78g BR;61861294;05/05/2027
12278536;PASSATEMPO Cookie Gotas Choc 52x60g BR;6126122120;06/05/2027
12462203;GALAK Rech&CobSabChocbra 6x1,01kgNProBR;61879265;06/05/2027
12519484;NAN LACTOSE FREE NLNW164 12x400g BR;51260346AC;06/05/2027
12522829;GAROTO Tablete ChocBco Bisc 4(16x80g) XW;61261294G;06/05/2027
12527435;GAROTO Tablete Choc Bco 4(16x80g) N1 XW;612612941G;06/05/2027
13850171;SFLR Chocolate Duo 4(16x80g) N1 BR;61269265C;06/05/2027
11320198;TALENTO Tab Leite Cast Para 18(15x25g)XW;61271294;07/05/2027
14513277;BTN ChocoStick Caribe 12(12x24g) BR;61369265M1;07/05/2027
12045051;PASSATEMPO Biscoito Leite 54x150g BR;618912212;08/05/2027
12277350;TALENTO Tablete Meio Amargo 18(15x25g)BR;61281294;08/05/2027
12420220;NESFIT Delice Bisc CacaueAvela 45x140gBR;618912215;08/05/2027
12549995;BONO Biscoito Recheado Limao 66x90g BR;618912213;08/05/2027
12592511;GAROTO ChocoCookies Rech Choc 40x100g BR;6189122111;08/05/2027
14476614;GRT Tablete Pe de Moleque 4(16x80g) BR;612812941G;08/05/2027
11320351;GAROTO Cobert Choc MeioAmargo 20x500g XW;61291294;09/05/2027
12045051;PASSATEMPO Biscoito Leite 54x150g BR;619012212;09/05/2027
12379776;PASSATEMPO Bisc RechChocChoc 70x130g BR;619012218;09/05/2027
12479850;NESCAU Cookie Choc Gotas Duo 52x60g BR;6129122120;09/05/2027
12550953;NESTLE Choco Trio Leite 4(12x90g) BR;61299265CA;09/05/2027
14476614;GRT Tablete Pe de Moleque 4(16x80g) BR;612912941G;09/05/2027
14513949;BTN ChocoStick TriploChoc 12(12x26g)BR;61459265V1;09/05/2027
12418415;NESFIT CerMat 0%Adicao Acucar 24x220g BR;61611212A;10/05/2027
12549995;BONO Biscoito Recheado Limao 66x90g BR;619112219;10/05/2027
12560459;SNOW FLAKES Cer Mat 14x620gPRL620P470BR;61301212A;10/05/2027
12618462;SNOW FLAKES CerMat Frutas 24x240g BR;61301212EF;10/05/2027
13945245;GRT Bombons Sortidos Caixa 30x220g BR;613012943G;10/05/2027
12379776;PASSATEMPO Bisc RechChocChoc 70x130g BR;619212218;11/05/2027
12492210;TALENTO Tab Leite Avelas 8(12x85g) XW;613112943;11/05/2027
12527302;CLASSIC Duo Chocolate 4(16x80g) BR;613112947G;11/05/2027
411526;MOCA Chocolate NPro 6x2,540kg XW;6102046021;12/05/2027
413695;SNOW FLAKES Cereal Matinal 14x620g BR;61321212A;12/05/2027
12378133;NESCAU DUO Cereal Matinal 24x210g BR;61631212CD;12/05/2027
12518098;NESCAU Cereal Matinal 14x540g BR;61631212E;12/05/2027
12522835;GAROTO Tablete Castanha Caju 4(16x80g)XW;613212941G;12/05/2027
12527302;CLASSIC Duo Chocolate 4(16x80g) BR;613212947G;12/05/2027
12550953;NESTLE Choco Trio Leite 4(12x90g) BR;61329265CA;12/05/2027
14513949;BTN ChocoStick TriploChoc 12(12x26g)BR;61489265V3;12/05/2027
12522835;GAROTO Tablete Castanha Caju 4(16x80g)XW;613312941G;13/05/2027
12570879;GAROTO Bombom CrocanteCaribe 30x215,2gBR;613312942;13/05/2027
419489;NEGRESCO Bisc Granulado NPro 6x1000g XR;61341221;14/05/2027
12420288;NEGRESCO Bisc Rech Coberto 36x120g BR;61341221;14/05/2027
12522832;GAROTO Tablete Choc aoLeite 4(16x80g) XW;613412947G;14/05/2027
11320197;TALENTO Tab Leite Amen Pas 18(15x25g) XW;61351294;15/05/2027
12370783;NESCAU Cereal Matinal 24x210g BR;61661212C;15/05/2027
12370783;NESCAU Cereal Matinal 24x210g BR;61661212E;15/05/2027
12522826;GAROTO Crocante Tablete 4(16x80g) XW;613512941G;15/05/2027
12522826;GAROTO Crocante Tablete 4(16x80g) XW;613512943G;15/05/2027
14512779;KK Cereal Matinal 24x210g PR10%Grts BR;61351212C;15/05/2027
414216;CHOKITO Chocolate 18(30x32g) BR;61929265C;16/05/2027
12045051;PASSATEMPO Biscoito Leite 54x150g BR;619712212;16/05/2027
12307595;NESCAU Cereal Matinal Sachet 20x120g BR;616730552;16/05/2027
12416237;SERENATA DE AMOR Wafer Cstn 10x825g XW;613812942;16/05/2027
14512779;KK Cereal Matinal 24x210g PR10%Grts BR;61361212C;16/05/2027
12307595;NESCAU Cereal Matinal Sachet 20x120g BR;616830552;17/05/2027
12325104;PASSATEMPO Bisc Recheado Mrg 70x130g BR;619812218;17/05/2027
12591944;GAROTO Chocobiscuit Choc aoLei 30x78g BR;61981294;17/05/2027
12144488;GAROTO Cob Choc Branco 5x2,1kg BR;613812941;18/05/2027
12307595;NESCAU Cereal Matinal Sachet 20x120g BR;616930552;18/05/2027
12416237;SERENATA DE AMOR Wafer Cstn 10x825g XW;613912942;18/05/2027
12492203;TALENTO Tab Leite Cstn Para 8(12x85g) XW;613812943;18/05/2027
12517928;NESTLE CLASSIC Choc Ao Leite 22x150g BR;613812944G;18/05/2027
12606771;TOSTINES Leite Maltado 48x160g N1 BR;619912215;18/05/2027
13842963;SFLR Chocolate ao Leite 4(16x80g) N1 BR;61389265C;18/05/2027
11320199;TALENTO Tab Choc Bco Cer 18(15x25g) XW;61391294;19/05/2027
12492202;TALENTO Tablete Meio Amargo 8(12x85g) BR;613912943;19/05/2027
12510030;MOCA FLAKES Cereal Matinal 24x230g BR;61401212A;20/05/2027
12527298;CLASSIC Chocolate ao Leite 4(16x80g) BR;61409265C;20/05/2027
12527322;CLASSIC Prestigio 4(16x80g) BR;62019265C;20/05/2027
12611545;GAROTO Cob Sabor ChocAoLei NPro5x2,1kgBR;614012941;20/05/2027
13760063;NEST ChocoTrio Cappuccino 4(12x90g) BR;61409265CA;20/05/2027
14513974;BTN ChocoStickCookies&Cream 12(12x26g)BR;61499265M1;20/05/2027
12144708;GAROTO Cob Choc ao Leite 5x2,1kg BR;614112941;21/05/2027
12416237;SERENATA DE AMOR Wafer Cstn 10x825g XW;614112942;21/05/2027
12416237;SERENATA DE AMOR Wafer Cstn 10x825g XW;614212942;21/05/2027
12517928;NESTLE CLASSIC Choc Ao Leite 22x150g BR;614112944G;21/05/2027
13842963;SFLR Chocolate ao Leite 4(16x80g) N1 BR;61419265C;21/05/2027
14476881;SNF Churros Cereal Matinal 24x170g BR;61411212C;21/05/2027
14476881;SNF Churros Cereal Matinal 24x170g BR;61411212E;21/05/2027
14513974;BTN ChocoStickCookies&Cream 12(12x26g)BR;61509265M1;21/05/2027
14515611;NEST ChocoWaffle 49x80g BR;62021221;21/05/2027
12255811;NESTLE Cob Chocolate Leite Npro 12x1kgBR;614212941;22/05/2027
12045051;PASSATEMPO Biscoito Leite 54x150g BR;620412212;23/05/2027
6222911;SBUX HSBLD SRP 12x52g B11;6056378612;25/05/2027
12182409;MOCA Biscoito Recheado 60x140g BR;620612218;25/05/2027
12255799;NESTLE Cob Chocolate Marfim NPro12x1kgBR;614512941;25/05/2027
12550971;NESTLE Choco Trio Choc 4(12x90g) BR;61459265CA;25/05/2027
13945245;GRT Bombons Sortidos Caixa 30x220g BR;614512941G;25/05/2027
13945245;GRT Bombons Sortidos Caixa 30x220g BR;614512942G;25/05/2027
12307595;NESCAU Cereal Matinal Sachet 20x120g BR;617730551;26/05/2027
12340110;CLASSIC Cookie Choc Gotas Choc 52x60gBR;6146122120;26/05/2027
12351873;NESTLE Cob Choc Marfim NPro 6x2,1 kg BR;614612941;26/05/2027
12340110;CLASSIC Cookie Choc Gotas Choc 52x60gBR;6147122120;27/05/2027
12351873;NESTLE Cob Choc Marfim NPro 6x2,1 kg BR;614712941;27/05/2027
12325232;PASSATEMPO Bisc Recheado Leite 70x130gBR;620912218;28/05/2027
12570879;GAROTO Bombom CrocanteCaribe 30x215,2gBR;614812942;28/05/2027
12581976;GAROTO TableteChocLeiNegresco 22x150gBR;614812944G;28/05/2027
12463859;TOSTINES Maca&Canela 48x160g BR;614912215;29/05/2027
12495822;ALPINO Cookie Gotas Choc 52x60g BR;6149122120;29/05/2027
12277350;TALENTO Tablete Meio Amargo 18(15x25g)BR;61501294;30/05/2027
12370783;NESCAU Cereal Matinal 24x210g BR;61811212E;30/05/2027
12463859;TOSTINES Maca&Canela 48x160g BR;615012215;30/05/2027
13982513;PSTMP Bisc Rech Choc 70x130g PR10%GrtsBR;621212216;31/05/2027
415084;MAGGI MEU SEGREDO Temp Gran 42(7x7g)BR;615812282;01/06/2027
415328;MAGGI Creme de Cebola NPro 6x1kg XW;616312283;01/06/2027
415385;MAGGI Creme Cebola 12x68g BR;61611228;01/06/2027
415385;MAGGI Creme Cebola 12x68g BR;61661228;01/06/2027
415821;MAGGI Sopao Sp Carne 24x200g BR;61681228;01/06/2027
12105550;MUCILON Arroz Lata 18x400g BR;616712282;01/06/2027
12168360;MAGGI FONDOR Tempero NPro 6x1,1kg BR;615412283;01/06/2027
12168360;MAGGI FONDOR Tempero NPro 6x1,1kg BR;617612283;01/06/2027
12168361;MAGGI Amaciante de Carne NPro 6x1,1kg BR;615512283;01/06/2027
12223291;MAGGI Sopao Carne Panela 24x200g BR;61651228;01/06/2027
12223291;MAGGI Sopao Carne Panela 24x200g BR;61771228;01/06/2027
12243344;MOCA LeiCondTradlLataAbreFacil 48x395gBR;6157926405;01/06/2027
12243344;MOCA LeiCondTradlLataAbreFacil 48x395gBR;6164926405;01/06/2027
12243344;MOCA LeiCondTradlLataAbreFacil 48x395gBR;6166926405;01/06/2027
12243344;MOCA LeiCondTradlLataAbreFacil 48x395gBR;6167926407;01/06/2027
12243344;MOCA LeiCondTradlLataAbreFacil 48x395gBR;6168926407;01/06/2027
12246308;NESTLE Aveia Flocos 28x170g BR;61591228SS;01/06/2027
12246308;NESTLE Aveia Flocos 28x170g BR;61631228SS;01/06/2027
12246308;NESTLE Aveia Flocos 28x170g BR;61681228SS;01/06/2027
12246309;NESTLE Aveia Flocos Finos 28x170g BR;61731228SS;01/06/2027
12248107;NUTREN SENIOR Po 6x740g BR;5338046023;01/06/2027
12250611;NESQUIK Morango 24x380g BR;6169121015;01/06/2027
12250611;NESQUIK Morango 24x380g BR;6170121015;01/06/2027
12320782;MAGGI Caldo de Carne NPro 6x1,01kg BR;616212283;01/06/2027
12320782;MAGGI Caldo de Carne NPro 6x1,01kg BR;616812283;01/06/2027
12338492;NESCAFE Cafe em Graos NPro 6x1Kg BR;617112102;01/06/2027
12338492;NESCAFE Cafe em Graos NPro 6x1Kg BR;618112102;01/06/2027
12340774;PRO PLAN GatosEstlz Pollo/Frango15x85gXI;51568561W2;01/06/2027
12340775;PRO PLAN GatosAdlt Pollo/Frango 15x85gXI;51558561W2;01/06/2027
12341824;PRO PLAN KITTEN Pollo/Frango 15x85g XI;51538561W2;01/06/2027
12344609;MAGGI Caldo Galinha 15(10x57g) BR;611312287;01/06/2027
